id_region,nombre_region,id_comuna,nombre_comuna,poblacion,casos_totales,tasa
5,Valparaiso,,San Esteban,20643,-,0
5,Valparaiso,,San Felipe,83494,-,3.6
5,Valparaiso,,Santa María,16367,-,0
5,Valparaiso,,Santo Domingo,11934,-,16.8
5,Valparaiso,,Valparaíso,315732,16,5.1
5,Valparaiso,,Villa Alemana,139310,6,4.3
5,Valparaiso,,Viña del Mar,361371,29,8
5,Valparaiso,,Zapallar,7994,-,0
6,OHiggins,,Chépica,15925,-,0
6,OHiggins,,Chimbarongo,37696,-,0
6,OHiggins,,Codegua,14096,-,0
6,OHiggins,,Coinco,7831,-,0
6,OHiggins,,Coltauco,21263,-,0
6,OHiggins,,Doñihue,22700,-,0
6,OHiggins,,Graneros,36504,-,0
6,OHiggins,,La Estrella,3114,-,0
6,OHiggins,,Las Cabras,26749,-,0
6,OHiggins,,Litueche,6765,-,0
6,OHiggins,,Lolol,7289,-,0
6,OHiggins,,Machalí,59913,-,5
6,OHiggins,,Malloa,14163,-,0
6,OHiggins,,Marchihue,7632,-,0
6,OHiggins,,Mostazal,27462,-,0
6,OHiggins,,Nancagua,19141,-,0
6,OHiggins,,Navidad,6904,-,0
6,OHiggins,,Olivar,14624,-,0
6,OHiggins,,Palmilla,13299,-,0
6,OHiggins,,Paredones,6349,-,0
6,OHiggins,,Peralillo,11848,-,0
6,OHiggins,,Peumo,14952,-,0
6,OHiggins,,Pichidegua,20743,-,0
6,OHiggins,,Pichilemu,17882,-,0
6,OHiggins,,Placilla,9164,-,0
6,OHiggins,,Pumanque,3531,-,0
6,OHiggins,,Quinta de Tilcoco,13877,-,7.2
6,OHiggins,,Rancagua,265211,7,2.6
6,OHiggins,,Rengo,63710,-,1.6
6,OHiggins,,Requínoa,30371,-,6.6
6,OHiggins,,San Fernando,78642,-,2.5
6,OHiggins,,San Vicente,50617,-,0
6,OHiggins,,Santa Cruz,41096,-,0
7,Maule,,Cauquenes,44143,-,2.3
7,Maule,,Chanco,9331,-,0
7,Maule,,Colbún,22565,-,4.4
7,Maule,,Constitución,50348,-,0
7,Maule,,Curepto,9426,-,0
7,Maule,,Curicó,163626,6,3.7
7,Maule,,Empedrado,4206,-,0
7,Maule,,Hualañé,10222,-,0
7,Maule,,Licantén,6989,-,0
7,Maule,,Linares,101073,4,4
7,Maule,,Longaví,32810,-,3
7,Maule,,Maule,60000,-,3.3
7,Maule,,Molina,49800,-,4
7,Maule,,Parral,44544,4,9
7,Maule,,Pelarco,9083,-,0
7,Maule,,Pelluhue,8092,-,12.4
7,Maule,,Pencahue,8601,-,0
7,Maule,,Rauco,11248,-,0
7,Maule,,Retiro,21071,-,0
7,Maule,,Río Claro,14753,-,6.8
7,Maule,,Romeral,16170,-,6.2
7,Maule,,Sagrada Familia,19469,-,0
7,Maule,,San Clemente,46292,-,0
7,Maule,,San Javier,49451,-,0
7,Maule,,San Rafael,9959,-,0
7,Maule,,Talca,236724,34,14.4
7,Maule,,Teno,30850,-,0
7,Maule,,Vichuquén,4381,-,0
7,Maule,,Villa Alegre,17512,-,0
7,Maule,,Yerbas Buenas,19200,-,0
8,Biobio,,Alto Biobío,6775,-,14.8
8,Biobio,,Antuco,4306,-,0
8,Biobio,,Arauco,38679,-,5.2
8,Biobio,,Cabrero,30725,-,0
8,Biobio,,Cañete,37003,-,0
8,Biobio,,Chiguayante,91180,6,6.6
8,Biobio,,Concepción,238092,28,11.8
8,Biobio,,Contulmo,6330,-,0
8,Biobio,,Coronel,125829,-,0
8,Biobio,,Curanilahue,33892,-,0
8,Biobio,,Florida,11841,-,0
8,Biobio,,Hualpén,97273,-,1
8,Biobio,,Hualqui,26201,-,7.6
8,Biobio,,Laja,23873,-,4.2
8,Biobio,,Lebu,27100,-,0
8,Biobio,,Los Álamos,22524,-,0
8,Biobio,,Los Ángeles,218515,11,5
8,Biobio,,Lota,45750,-,0
8,Biobio,,Mulchén,31041,-,6.4
8,Biobio,,Nacimiento,27944,-,3.6
8,Biobio,,Negrete,10429,-,0
8,Biobio,,Penco,49865,-,0
8,Biobio,,Quilaco,4179,-,0
8,Biobio,,Quilleco,10032,-,0
8,Biobio,,San Pedro de la Paz,145906,18,12.3
8,Biobio,,San Rosendo,3611,-,0
8,Biobio,,Santa Bárbara,14592,-,6.9
8,Biobio,,Santa Juana,14779,-,0
8,Biobio,,Talcahuano,158345,-,1.3
8,Biobio,,Tirúa,11019,-,0
8,Biobio,,Tomé,58729,4,6.8
8,Biobio,,Tucapel,15205,-,0
8,Biobio,,Yumbel,22132,5,22.6
9,Araucania,,Angol,56058,7,12.5
9,Araucania,,Carahue,25486,-,3.9
9,Araucania,,Cholchol,12341,-,8.1
9,Araucania,,Collipulli,26148,-,0
9,Araucania,,Cunco,18055,-,0
9,Araucania,,Curacautín,18178,-,0
9,Araucania,,Curarrehue,7802,-,12.8
9,Araucania,,Ercilla,8458,-,0
9,Araucania,,Freire,25446,-,7.9
9,Araucania,,Galvarino,12633,-,7.9
9,Araucania,,Gorbea,15148,4,26.4
9,Araucania,,Lautaro,40746,-,4.9
9,Araucania,,Loncoche,24739,-,8.1
9,Araucania,,Lonquimay,11049,-,0
9,Araucania,,Los Sauces,7517,-,0
9,Araucania,,Lumaco,10050,-,0
9,Araucania,,Melipeuco,6265,-,0
9,Araucania,,Nueva Imperial,33777,-,0
9,Araucania,,Padre Las Casas,82110,9,11
9,Araucania,,Perquenco,7223,-,13.8
9,Araucania,,Pitrufquén,26096,4,15.3
9,Araucania,,Pucón,29782,-,10.1
9,Araucania,,Purén,12188,-,0
9,Araucania,,Renaico,10833,-,0
9,Araucania,,Saavedra,12793,-,0
9,Araucania,,Temuco,302931,154,50.8
9,Araucania,,Teodoro Schmidt,15786,-,0
9,Araucania,,Toltén,10055,-,9.9
9,Araucania,,Traiguén,19314,-,0
9,Araucania,,Victoria,35467,5,14.1
9,Araucania,,Vilcún,30766,4,13
9,Araucania,,Villarrica,59103,-,1.7
10,Los Lagos,,Ancud,42458,-,0
10,Los Lagos,,Calbuco,36744,4,10.9
10,Los Lagos,,Castro,47607,-,2.1
10,Los Lagos,,Chaitén,5020,-,0
10,Los Lagos,,Chonchi,16013,-,0
10,Los Lagos,,Cochamó,4006,-,0
10,Los Lagos,,Curaco de Vélez,4066,-,0
10,Los Lagos,,Dalcahue,15069,-,0
10,Los Lagos,,Fresia,12656,-,0
10,Los Lagos,,Frutillar,20223,-,0
10,Los Lagos,,Futaleufú,2806,-,0
10,Los Lagos,,Hualaihué,9525,-,10.5
10,Los Lagos,,Llanquihue,18621,-,0
10,Los Lagos,,Los Muermos,17817,-,5.6
10,Los Lagos,,Maullín,14894,-,0
10,Los Lagos,,Osorno,173410,66,38.1
10,Los Lagos,,Palena,1827,-,0
10,Los Lagos,,Puerto Montt,269398,34,12.6
10,Los Lagos,,Puerto Octay,9192,-,10.9
10,Los Lagos,,Puerto Varas,48620,-,2.1
10,Los Lagos,,Puqueldón,4201,-,0
10,Los Lagos,,Purranque,21080,-,0
10,Los Lagos,,Puyehue,11787,-,8.5
10,Los Lagos,,Queilén,5543,-,0
10,Los Lagos,,Quellón,29309,-,0
10,Los Lagos,,Quemchi,8783,-,0
10,Los Lagos,,Quinchao,8298,-,12.1
10,Los Lagos,,Río Negro,14275,-,0
10,Los Lagos,,San Juan de la Costa,7639,-,0
10,Los Lagos,,San Pablo,10553,-,9.5
11,Aisen,,Aisén,25002,-,4
11,Aisen,,Chile Chico,5121,-,0
11,Aisen,,Cisnes,5828,-,0
11,Aisen,,Cochrane,3685,-,0
11,Aisen,,Coyhaique,61210,-,3.3
11,Aisen,,Guaitecas,1599,-,0
11,Aisen,,Lago Verde,920,-,0
11,Aisen,,O'Higgins,661,-,0
11,Aisen,,Río Ibáñez,2699,-,0
11,Aisen,,Tortel,572,-,0
12,Magallanes y la Antartica Chilena,,Antártica,137,-,0
12,Magallanes y la Antartica Chilena,,Cabo de Hornos,1983,5,252.1
12,Magallanes y la Antartica Chilena,,Laguna Blanca,264,-,0
12,Magallanes y la Antartica Chilena,,Natales,23782,-,4.2
12,Magallanes y la Antartica Chilena,,Porvenir,7323,-,0
12,Magallanes y la Antartica Chilena,,Primavera,694,-,0
12,Magallanes y la Antartica Chilena,,Punta Arenas,141984,29,20.4
12,Magallanes y la Antartica Chilena,,Río Verde,211,-,0
12,Magallanes y la Antartica Chilena,,San Gregorio,681,-,0
12,Magallanes y la Antartica Chilena,,Timaukel,282,-,0
12,Magallanes y la Antartica Chilena,,Torres del Paine,1021,-,0
13,Metropolitana,,Alhué,7405,-,0
13,Metropolitana,,Buin,109641,7,6.4
13,Metropolitana,,Calera de Tango,28525,6,21
13,Metropolitana,,Cerrillos,88956,-,3.4
13,Metropolitana,,Cerro Navia,142465,19,13.3
13,Metropolitana,,Colina,180353,32,17.7
13,Metropolitana,,Conchalí,139195,14,10.1
13,Metropolitana,,Curacaví,36430,5,13.7
13,Metropolitana,,El Bosque,172000,18,10.5
13,Metropolitana,,El Monte,40014,-,2.5
13,Metropolitana,,Estación Central,206792,16,7.7
13,Metropolitana,,Huechuraba,112528,17,15.1
13,Metropolitana,,Independencia,142065,15,10.6
13,Metropolitana,,Isla de Maipo,40171,-,0
13,Metropolitana,,La Cisterna,100434,10,10
13,Metropolitana,,La Florida,402433,43,10.7
13,Metropolitana,,La Granja,122557,5,4.1
13,Metropolitana,,La Pintana,189335,-,1.1
13,Metropolitana,,La Reina,100252,24,23.9
13,Metropolitana,,Lampa,126898,10,7.9
13,Metropolitana,,Las Condes,330759,181,54.7
13,Metropolitana,,Lo Barnechea,124076,68,54.8
13,Metropolitana,,Lo Espejo,103865,4,3.9
13,Metropolitana,,Lo Prado,104403,14,13.4
13,Metropolitana,,Macul,134635,10,7.4
13,Metropolitana,,Maipú,578605,43,7.4
13,Metropolitana,,María Pinto,14926,-,0
13,Metropolitana,,Melipilla,141612,6,4.2
13,Metropolitana,,Ñuñoa,250192,67,26.8
13,Metropolitana,,Padre Hurtado,74188,10,13.5
13,Metropolitana,,Paine,82766,-,3.6
13,Metropolitana,,Pedro Aguirre Cerda,107803,7,6.5
13,Metropolitana,,Peñaflor,101058,10,9.9
13,Metropolitana,,Peñalolén,266798,31,11.6
13,Metropolitana,,Pirque,30433,-,0
13,Metropolitana,,Providencia,157749,82,52
13,Metropolitana,,Pudahuel,253139,17,6.7
13,Metropolitana,,Puente Alto,645909,45,7
13,Metropolitana,,Quilicura,254694,17,6.7
13,Metropolitana,,Quinta Normal,136368,21,15.4
13,Metropolitana,,Recoleta,190075,17,8.9
13,Metropolitana,,Renca,160847,9,5.6
13,Metropolitana,,San Bernardo,334836,32,9.6
13,Metropolitana,,San Joaquín,103485,13,12.6
13,Metropolitana,,San José de Maipo,18644,-,10.7
13,Metropolitana,,San Miguel,133059,25,18.8
13,Metropolitana,,San Pedro,11953,-,0
13,Metropolitana,,San Ramón,86510,-,1.2
13,Metropolitana,,Santiago,503147,127,25.2
13,Metropolitana,,Talagante,81838,-,3.7
13,Metropolitana,,Tiltil,21477,-,9.3
13,Metropolitana,,Vitacura,96774,83,85.8
14,Los Rios,,Corral,5447,-,0
14,Los Rios,,Futrono,15261,-,0
14,Los Rios,,La Unión,39538,-,2.5
14,Los Rios,,Lago Ranco,10292,-,0
14,Los Rios,,Lanco,17652,-,0
14,Los Rios,,Los Lagos,20518,-,0
14,Los Rios,,Máfil,7389,-,13.5
14,Los Rios,,Mariquina,23250,-,0
14,Los Rios,,Paillaco,20798,-,0
14,Los Rios,,Panguipulli,35991,-,0
14,Los Rios,,Río Bueno,32925,-,6.1
14,Los Rios,,Valdivia,176774,12,6.8
15,Arica y Parinacota,,Arica,247552,6,2.4
15,Arica y Parinacota,,Camarones,1233,-,0
15,Arica y Parinacota,,General Lagos,810,-,0
15,Arica y Parinacota,,Putre,2515,-,0
16,Nuble,,Bulnes,22607,12,53.1
16,Nuble,,Chillán,198624,114,57.4
16,Nuble,,Chillán Viejo,33827,13,38.4
16,Nuble,,Cobquecura,5275,-,0
16,Nuble,,Coelemu,16845,-,0
16,Nuble,,Coihueco,28375,-,10.6
16,Nuble,,El Carmen,12334,-,8.1
16,Nuble,,Ninhue,5414,-,0
16,Nuble,,Ñiquén,11567,-,0
16,Nuble,,Pemuco,8639,-,0
16,Nuble,,Pinto,11880,-,8.4
16,Nuble,,Portezuelo,4940,-,0
16,Nuble,,Quillón,18777,4,21.3
16,Nuble,,Quirihue,12192,-,0
16,Nuble,,Ránquil,6261,-,0
16,Nuble,,San Carlos,56252,8,14.2
16,Nuble,,San Fabián,4654,-,64.5
16,Nuble,,San Ignacio,16624,-,6
16,Nuble,,San Nicolás,12172,-,8.2
16,Nuble,,Treguaco,5696,-,0
16,Nuble,,Yungay,18596,-,5.4
