id_region,nombre_region,id_comuna,nombre_comuna,poblacion,casos_totales,tasa
7,Maule,,Empedrado,4206,-,0
7,Maule,,Hualañé,10222,-,0
7,Maule,,Licantén,6989,-,0
7,Maule,,Linares,101073,11,10.9
7,Maule,,Longaví,32810,-,6.1
7,Maule,,Maule,60000,-,3.3
7,Maule,,Molina,49800,-,6
7,Maule,,Parral,44544,-,6.7
7,Maule,,Pelarco,9083,-,0
7,Maule,,Pelluhue,8092,-,12.4
7,Maule,,Pencahue,8601,-,0
7,Maule,,Rauco,11248,-,8.9
7,Maule,,Retiro,21071,-,0
7,Maule,,Río Claro,14753,-,6.8
7,Maule,,Romeral,16170,-,12.4
7,Maule,,Sagrada Familia,19469,-,5.1
7,Maule,,San Clemente,46292,-,0
7,Maule,,San Javier,49451,7,14.2
7,Maule,,San Rafael,9959,-,10
7,Maule,,Talca,236724,48,20.3
7,Maule,,Teno,30850,-,0
7,Maule,,Vichuquén,4381,-,0
7,Maule,,Villa Alegre,17512,-,0
7,Maule,,Yerbas Buenas,19200,-,0
8,Biobio,,Alto Biobío,6775,-,0
8,Biobio,,Antuco,4306,-,0
8,Biobio,,Arauco,38679,6,15.5
8,Biobio,,Cabrero,30725,-,3.3
8,Biobio,,Cañete,37003,-,0
8,Biobio,,Chiguayante,91180,32,35.1
8,Biobio,,Concepción,238092,70,29.4
8,Biobio,,Contulmo,6330,-,0
8,Biobio,,Coronel,125829,13,10.3
8,Biobio,,Curanilahue,33892,-,3
8,Biobio,,Florida,11841,-,16.9
8,Biobio,,Hualpén,97273,67,68.9
8,Biobio,,Hualqui,26201,7,26.7
8,Biobio,,Laja,23873,5,20.9
8,Biobio,,Lebu,27100,-,0
8,Biobio,,Los Álamos,22524,-,0
8,Biobio,,Los Ángeles,218515,17,7.8
8,Biobio,,Lota,45750,-,2.2
8,Biobio,,Mulchén,31041,5,16.1
8,Biobio,,Nacimiento,27944,-,7.2
8,Biobio,,Negrete,10429,-,9.6
8,Biobio,,Penco,49865,5,10
8,Biobio,,Quilaco,4179,-,0
8,Biobio,,Quilleco,10032,-,0
8,Biobio,,San Pedro de la Paz,145906,63,43.2
8,Biobio,,San Rosendo,3611,-,0
8,Biobio,,Santa Bárbara,14592,-,13.7
8,Biobio,,Santa Juana,14779,-,0
8,Biobio,,Talcahuano,158345,36,22.7
8,Biobio,,Tirúa,11019,4,36.3
8,Biobio,,Tomé,58729,25,42.6
8,Biobio,,Tucapel,15205,-,0
8,Biobio,,Yumbel,22132,5,22.6
8,Biobio,,Por determinar,,13,
9,Araucania,,Angol,56058,15,26.8
9,Araucania,,Carahue,25486,-,11.8
9,Araucania,,Cholchol,12341,-,16.2
9,Araucania,,Collipulli,26148,-,0
9,Araucania,,Cunco,18055,5,27.7
9,Araucania,,Curacautín,18178,-,11
9,Araucania,,Curarrehue,7802,-,38.5
9,Araucania,,Ercilla,8458,-,0
9,Araucania,,Freire,25446,5,19.6
9,Araucania,,Galvarino,12633,-,15.8
9,Araucania,,Gorbea,15148,10,66
9,Araucania,,Lautaro,40746,16,39.3
9,Araucania,,Loncoche,24739,4,16.2
9,Araucania,,Lonquimay,11049,-,0
9,Araucania,,Los Sauces,7517,-,0
9,Araucania,,Lumaco,10050,-,0
9,Araucania,,Melipeuco,6265,-,0
9,Araucania,,Nueva Imperial,33777,16,47.4
9,Araucania,,Padre Las Casas,82110,44,53.6
9,Araucania,,Perquenco,7223,-,13.8
9,Araucania,,Pitrufquén,26096,11,42.2
9,Araucania,,Pucón,29782,4,13.4
9,Araucania,,Purén,12188,-,16.4
9,Araucania,,Renaico,10833,-,0
9,Araucania,,Saavedra,12793,-,7.8
9,Araucania,,Temuco,302931,365,120.5
9,Araucania,,Teodoro Schmidt,15786,-,19
9,Araucania,,Toltén,10055,5,49.7
9,Araucania,,Traiguén,19314,-,0
9,Araucania,,Victoria,35467,12,33.8
9,Araucania,,Vilcún,30766,18,58.5
9,Araucania,,Villarrica,59103,11,18.6
9,Araucania,,Por determinar,,2,
10,Los Lagos,,Ancud,42458,-,0
10,Los Lagos,,Calbuco,36744,5,13.6
10,Los Lagos,,Castro,47607,4,8.4
10,Los Lagos,,Chaitén,5020,-,19.9
10,Los Lagos,,Chonchi,16013,-,0
10,Los Lagos,,Cochamó,4006,-,0
10,Los Lagos,,Curaco de Vélez,4066,-,0
10,Los Lagos,,Dalcahue,15069,-,0
10,Los Lagos,,Fresia,12656,-,0
10,Los Lagos,,Frutillar,20223,-,14.8
10,Los Lagos,,Futaleufú,2806,-,0
10,Los Lagos,,Hualaihué,9525,-,31.5
10,Los Lagos,,Llanquihue,18621,-,0
10,Los Lagos,,Los Muermos,17817,-,5.6
10,Los Lagos,,Maullín,14894,-,0
10,Los Lagos,,Osorno,173410,190,109.6
10,Los Lagos,,Palena,1827,-,0
10,Los Lagos,,Puerto Montt,269398,35,13
10,Los Lagos,,Puerto Octay,9192,-,10.9
10,Los Lagos,,Puerto Varas,48620,4,8.2
10,Los Lagos,,Puqueldón,4201,-,0
10,Los Lagos,,Purranque,21080,5,23.7
10,Los Lagos,,Puyehue,11787,-,8.5
10,Los Lagos,,Queilén,5543,-,0
10,Los Lagos,,Quellón,29309,-,0
10,Los Lagos,,Quemchi,8783,-,0
10,Los Lagos,,Quinchao,8298,-,12.1
10,Los Lagos,,Río Negro,14275,-,7
10,Los Lagos,,San Juan de la Costa,7639,7,91.6
10,Los Lagos,,San Pablo,10553,-,19
10,Los Lagos,,Por determinar,,22,
11,Aisen,,Aisén,25002,5,20
11,Aisen,,Chile Chico,5121,-,19.5
11,Aisen,,Cisnes,5828,-,0
11,Aisen,,Cochrane,3685,-,0
11,Aisen,,Coyhaique,61210,-,1.6
11,Aisen,,Guaitecas,1599,-,0
11,Aisen,,Lago Verde,920,-,0
11,Aisen,,O'Higgins,661,-,0
11,Aisen,,Río Ibáñez,2699,-,0
11,Aisen,,Tortel,572,-,0
12,Magallanes y la Antartica Chilena,,Antártica,137,-,0
12,Magallanes y la Antartica Chilena,,Cabo de Hornos,1983,10,504.3
12,Magallanes y la Antartica Chilena,,Laguna Blanca,264,-,0
12,Magallanes y la Antartica Chilena,,Natales,23782,5,21
12,Magallanes y la Antartica Chilena,,Porvenir,7323,-,41
12,Magallanes y la Antartica Chilena,,Primavera,694,-,0
12,Magallanes y la Antartica Chilena,,Punta Arenas,141984,203,143
12,Magallanes y la Antartica Chilena,,Río Verde,211,-,0
12,Magallanes y la Antartica Chilena,,San Gregorio,681,-,0
12,Magallanes y la Antartica Chilena,,Timaukel,282,-,0
12,Magallanes y la Antartica Chilena,,Torres del Paine,1021,-,0
13,Metropolitana,,Alhué,7405,-,0
13,Metropolitana,,Buin,109641,20,18.2
13,Metropolitana,,Calera de Tango,28525,7,24.5
13,Metropolitana,,Cerrillos,88956,5,5.6
13,Metropolitana,,Cerro Navia,142465,31,21.8
13,Metropolitana,,Colina,180353,50,27.7
13,Metropolitana,,Conchalí,139195,32,23
13,Metropolitana,,Curacaví,36430,8,22
13,Metropolitana,,El Bosque,172000,37,21.5
13,Metropolitana,,El Monte,40014,5,12.5
13,Metropolitana,,Estación Central,206792,36,17.4
13,Metropolitana,,Huechuraba,112528,32,28.4
13,Metropolitana,,Independencia,142065,26,18.3
13,Metropolitana,,Isla de Maipo,40171,4,10
13,Metropolitana,,La Cisterna,100434,20,19.9
13,Metropolitana,,La Florida,402433,91,22.6
13,Metropolitana,,La Granja,122557,24,19.6
13,Metropolitana,,La Pintana,189335,18,9.5
13,Metropolitana,,La Reina,100252,35,34.9
13,Metropolitana,,Lampa,126898,14,11
13,Metropolitana,,Las Condes,330759,258,78
13,Metropolitana,,Lo Barnechea,124076,97,78.2
13,Metropolitana,,Lo Espejo,103865,15,14.4
13,Metropolitana,,Lo Prado,104403,25,23.9
13,Metropolitana,,Macul,134635,34,25.3
13,Metropolitana,,Maipú,578605,83,14.3
13,Metropolitana,,María Pinto,14926,-,0
13,Metropolitana,,Melipilla,141612,11,7.8
13,Metropolitana,,Ñuñoa,250192,107,42.8
13,Metropolitana,,Padre Hurtado,74188,16,21.6
13,Metropolitana,,Paine,82766,-,3.6
13,Metropolitana,,Pedro Aguirre Cerda,107803,16,14.8
13,Metropolitana,,Peñaflor,101058,18,17.8
13,Metropolitana,,Peñalolén,266798,65,24.4
13,Metropolitana,,Pirque,30433,4,13.1
13,Metropolitana,,Providencia,157749,104,65.9
13,Metropolitana,,Pudahuel,253139,44,17.4
13,Metropolitana,,Puente Alto,645909,119,18.4
13,Metropolitana,,Quilicura,254694,51,20
13,Metropolitana,,Quinta Normal,136368,41,30.1
13,Metropolitana,,Recoleta,190075,44,23.1
13,Metropolitana,,Renca,160847,19,11.8
13,Metropolitana,,San Bernardo,334836,74,22.1
13,Metropolitana,,San Joaquín,103485,36,34.8
13,Metropolitana,,San José de Maipo,18644,-,16.1
13,Metropolitana,,San Miguel,133059,49,36.8
13,Metropolitana,,San Pedro,11953,-,0
13,Metropolitana,,San Ramón,86510,9,10.4
13,Metropolitana,,Santiago,503147,234,46.5
13,Metropolitana,,Talagante,81838,11,13.4
13,Metropolitana,,Tiltil,21477,-,14
13,Metropolitana,,Vitacura,96774,114,117.8
13,Metropolitana,,Por determinar,,42,
14,Los Rios,,Corral,5447,-,0
14,Los Rios,,Futrono,15261,5,32.8
14,Los Rios,,La Unión,39538,17,43
14,Los Rios,,Lago Ranco,10292,-,19.4
14,Los Rios,,Lanco,17652,-,11.3
14,Los Rios,,Los Lagos,20518,-,0
14,Los Rios,,Máfil,7389,-,13.5
14,Los Rios,,Mariquina,23250,6,25.8
14,Los Rios,,Paillaco,20798,-,4.8
14,Los Rios,,Panguipulli,35991,-,0
14,Los Rios,,Río Bueno,32925,5,15.2
14,Los Rios,,Valdivia,176774,65,36.8
15,Arica y Parinacota,,Arica,247552,41,16.6
15,Arica y Parinacota,,Camarones,1233,-,0
15,Arica y Parinacota,,General Lagos,810,-,0
15,Arica y Parinacota,,Putre,2515,-,0
16,Nuble,,Bulnes,22607,36,159.2
16,Nuble,,Chillán,198624,291,146.5
16,Nuble,,Chillán Viejo,33827,30,88.7
16,Nuble,,Cobquecura,5275,-,0
16,Nuble,,Coelemu,16845,-,17.8
16,Nuble,,Coihueco,28375,6,21.1
16,Nuble,,El Carmen,12334,-,16.2
16,Nuble,,Ninhue,5414,-,0
16,Nuble,,Ñiquén,11567,-,0
16,Nuble,,Pemuco,8639,-,23.2
16,Nuble,,Pinto,11880,9,75.8
16,Nuble,,Portezuelo,4940,-,0
16,Nuble,,Quillón,18777,17,90.5
16,Nuble,,Quirihue,12192,-,8.2
16,Nuble,,Ránquil,6261,7,111.8
16,Nuble,,San Carlos,56252,19,33.8
16,Nuble,,San Fabián,4654,6,128.9
16,Nuble,,San Ignacio,16624,6,36.1
16,Nuble,,San Nicolás,12172,10,82.2
16,Nuble,,Treguaco,5696,-,0
16,Nuble,,Yungay,18596,26,139.8
16,Nuble,,Por determinar,,3,
