id_region,nombre_region,casos_totales,casos_nuevos,casos_nuevos_sintomas,casos_nuevos_nosintomas,fallecidos_totales,fallecidos_nuevos,recuperados_totales,recuperados_nuevos
15,Arica y Parinacota,308,1,1,0,4,0,0,0
1,Tarapacá,272,60,54,6,1,0,0,0
2,Antofagasta,740,61,45,16,7,0,0,0
3,Atacama,67,8,8,0,0,0,0,0
4,Coquimbo,88,10,5,5,0,0,0,0
5,Valparaíso,638,24,23,1,13,0,0,0
13,Metropolitana,12656,995,912,83,135,13,0,0
6,O’Higgins,125,5,4,1,3,0,0,0
7,Maule,397,1,1,0,13,0,0,0
16,Ñuble,786,10,7,3,16,0,0,0
8,Biobío,759,8,7,1,7,0,0,0
9,Araucanía,1328,14,14,0,36,0,0,0
14,Los Ríos,198,2,2,0,4,0,0,0
10,Los Lagos,517,4,4,0,10,0,0,0
11,Aysén,7,0,0,0,0,0,0,0
12,Magallanes,777,25,25,0,11,0,0,0
