id_region,nombre_region,casos_nuevos,casos_totales,fallecidos_nuevos,fallecidos_totales,recuperados_nuevos,recuperados_totales
15,Arica y Parinacota,0,0,0,0,0,0
1,Tarapacá,0,0,0,0,0,0
2,Antofagasta,0,0,0,0,0,0
3,Atacama,0,0,0,0,0,0
4,Coquimbo,0,0,0,0,0,0
5,Valparaiso,0,0,0,0,0,0
13,Metropolitana,1,4,0,0,0,0
6,O’Higgins,0,0,0,0,0,0
7,Maule,0,2,0,0,0,0
16,Ñuble,0,0,0,0,0,0
8,Biobío,0,0,0,0,0,0
9,Araucanía,0,0,0,0,0,0
14,Los Ríos,0,0,0,0,0,0
10,Los Lagos,1,1,0,0,0,0
11,Aysén,0,0,0,0,0,0
12,Magallanes,0,0,0,0,0,0
